"","City","Positive","Negative"
"1085","Gratton",21,23
"1086","Franconia",24,15
"1087","Collinsville",37,9
"1088","Windsor",29,10
"1089","Cats Bridge",25,19
"1090","Parksley",3,1
"1091","Bland",17,27
"1092","Huntington",23,7
"1093","Brightwood",36,4
"1094","Sanford",24,15
"1095","Chincoteague",34,4
"1096","Sperryville",11,0
"1097","Waterford",19,21
"1098","Sugarland Run",2,3
"1099","Tiptop",33,13
"1100","Deerfield",32,8
"1101","Meadowbrook",35,12
"1102","Selma",24,10
"1103","Churchville",21,7
"1104","Springville",27,4
"1105","Shenandoah",41,4
"1106","Saxe",34,9
"1107","Parrott",27,9
"1108","Altavista",32,12
"1109","Potomac Mills",33,10
"1110","Great Falls",19,30
"1111","Naruna",3,0
"1112","Clifton Forge",15,6
"1113","Lynch Station",21,11
"1114","Claypool Hill",3,3
"1115","Fries",22,16
"1116","La Crosse",28,10
"1117","Glade Spring",16,16
"1118","Falls Church",25,25
"1119","Dunn Loring",27,11
"1120","Pound",25,10
"1121","Rocky Mount",27,6
"1122","Concord",26,9
"1123","Grottoes",26,0
"1124","Modest Town",27,20
"1125","Fairlawn",22,18
"1126","Galax",22,21
"1127","Farmville",34,6
"1128","University Center",47,2
"1129","Lively",29,7
"1130","Nethers",21,18
"1131","Hampden Sydney",18,5
"1132","Saxis",0,0
"1133","Sutherland",20,9
"1134","Brodnax",17,0
"1135","Stanardsville",10,7
"1136","Purdy",18,8
"1137","Highland Springs",29,13
"1138","Massanetta Springs",1,0
"1139","Martinsville",29,3
"1140","Chantilly",42,2
"1141","New Hope",43,5
"1142","Dry Fork",23,14
"1143","Toano",34,6
"1144","Saluda",32,7
"1145","Danville",24,13
"1146","Shipman",29,13
"1147","Quantico",24,12
"1148","Rice",21,21
"1149","Triangle",30,11
"1150","Ingram",27,10
"1151","Ivy",28,14
"1152","Ettrick",13,23
"1153","Harborton",0,0
"1154","Dendron",29,8
"1155","Prince George",38,9
"1156","Flint Hill",31,4
"1157","Quinby",21,14
"1158","Wise",35,9
"1159","Sedley",40,7
"1160","Dale City",17,16
"1161","Mechanicsville",26,16
"1162","Lafayette",28,10
"1163","Nathalie",25,9
"1164","Manassas",28,19
"1165","Mount Sidney",10,3
"1166","Lakeside",27,7
"1167","Colonial Beach",21,15
"1168","Central Point",22,21
"1169","Lowes Island",36,5
"1170","Suffolk",33,7
"1171","Burkes Garden",2,0
"1172","Ivanhoe",27,11
"1173","Chase City",16,31
"1174","Saint Charles",41,6
"1175","Blairs",17,19
"1176","Merrifield",14,8
"1177","Madison Heights",20,5
"1178","Deep Creek",17,28
"1179","Clarksville",21,13
"1180","Moseley",7,6
"1181","Hoadly",2,0
"1182","Lovingston",16,15
"1183","Kent",17,26
"1184","Independence",35,11
"1185","Harrisonburg",18,2
"1186","Melfa",9,1
"1187","King George",35,9
"1188","Newtown",21,26
"1189","Clintwood",7,2
"1190","White Stone",32,18
"1191","Pembroke",26,6
"1192","Spring Garden",36,7
"1193","Rocky Gap",31,17
"1194","Dublin",24,12
"1195","Wakefield",23,16
"1196","Dryden",22,11
"1197","Elk Hill",26,10
"1198","Horntown",0,0
"1199","Low Moor",26,8
"1200","Gladstone",20,17
"1201","Oak Grove",23,1
"1202","Gloucester",9,2
"1203","Dulles Town Center",22,1
"1204","Bobtown",16,19
"1205","Belspring",1,0
"1206","Fredericksburg",27,14
"1207","Bealeton",16,9
"1208","Warrenton",24,6
"1209","Savage Town",14,29
"1210","Marion",15,30
"1211","Blue Ridge",28,4
"1212","Ravensworth",14,21
"1213","Broadway",20,8
"1214","McCoy",26,10
"1215","Bellwood",34,8
"1216","Shawsville",35,3
"1217","Drewryville",2,0
"1218","Wyndham",33,7
"1219","Bridgewater",34,6
"1220","Weber City",30,6
"1221","Spring Creek",48,2
"1222","Pratts",41,5
"1223","Pastoria",2,4
"1224","Union Level",31,18
"1225","East Lexington",24,11
"1226","Wattsville",3,5
"1227","Mount Airy",18,15
"1228","Ferrum",30,15
"1229","Culpeper",28,12
"1230","Cloverdale",27,13
"1231","Fincastle",21,2
"1232","Triplet",19,8
"1233","Vinton",29,8
"1234","Owenton",23,3
"1235","Meherrin",2,0
"1236","DeWitt",20,6
"1237","Pohick",4,0
"1238","Henry Fork",6,10
"1239","Chester Gap",11,3
"1240","Pamplin",28,8
"1241","Mount Solon",6,6
"1242","Gate City",19,10
"1243","Bloxom",16,3
"1244","McLean",27,9
"1245","Brambleton",27,10
"1246","Blacksburg",13,29
"1247","Milford",31,9
"1248","Pender",22,10
"1249","Passapatanzy",0,5
"1250","Castlewood",30,11
"1251","Portsmouth",34,8
"1252","Newport News",22,18
"1253","Westlake Corner",2,4
"1254","Shenandoah Retreat",2,0
"1255","Sugar Grove",36,7
"1256","Harriston",30,6
"1257","Cluster Springs",1,0
"1258","Alberene",1,0
"1259","Irvington",27,10
"1260","Madisonville",29,2
"1261","Guinea",20,25
"1262","Timberlake",23,9
"1263","Spotsylvania Courthouse",5,2
"1264","Forest",23,17
"1265","Nelsonia",0,0
"1266","Oak Hall",28,5
"1267","Cape Charles",38,2
"1268","Brosville",0,1
"1269","Basye",37,4
"1270","Paytes",3,3
"1271","New Kent",49,0
"1272","South Hill",28,10
"1273","Gladys",30,8
"1274","Volens",1,2
"1275","Hiwassee",47,1
"1276","Hewlett",24,12
"1277","Dillwyn",15,9
"1278","Haymarket",6,40
"1279","Dranesville",4,0
"1280","Brentsville",33,3
"1281","Brookneal",3,2
"1282","Bluefield",30,5
"1283","Hollymead",12,7
"1284","Wellington",27,8
"1285","Boyce",26,14
"1286","Plum Creek",42,8
"1287","Mount Jackson",34,2
"1288","Honaker",24,9
"1289","Newsoms",21,17
"1290","Eastville",13,3
"1291","Fork Union",34,10
"1292","Marshall",18,19
"1293","Buckner",22,13
"1294","Annandale",44,1
"1295","Gasburg",0,0
"1296","Nickelsville",2,1
"1297","Mechanicsburg",34,7
"1298","Salem",30,8
"1299","Linville",31,14
"1300","Laurel",25,9
"1301","Leesburg",38,5
"1302","East Highland Park",13,8
"1303","Palmyra",40,2
"1304","Walters",30,6
"1305","Farnham",26,10
"1306","Cheriton",37,7
"1307","Warfield",26,8
"1308","Cumberland",29,6
"1309","Rockdell",0,0
"1310","Dooms",17,22
"1311","Hillsville",19,26
"1312","Pulaski",22,16
"1313","Baskerville",18,11
"1314","Stony Creek",21,27
"1315","New Church",42,7
"1316","Rileyville",1,1
"1317","Greenbriar",28,8
"1318","Staunton",31,17
"1319","Mendota",24,22
"1320","New Market",44,2
"1321","Edinburg",31,8
"1322","Fairview",28,10
"1323","Wylliesburg",0,4
"1324","Dahlgren",27,10
"1325","Stuarts Draft",19,18
"1326","Stephens City",23,16
"1327","Wytheville",37,3
"1328","Middlebrook",46,1
"1329","Oakton",14,2
"1330","Lyndhurst",31,3
"1331","Axton",22,17
"1332","Charlotte Court House",2,0
"1333","Bristow",27,17
"1334","Champlain",25,2
"1335","Pantops",3,11
"1336","Courtland",18,10
"1337","Baileys Crossroads",4,0
"1338","Goode",11,12
"1339","Bristol",20,14
"1340","Ashland",26,6
"1341","Monroe",24,13
"1342","Lincolnia",7,1
"1343","Reston",39,4
"1344","Five Mile Fork",0,0
"1345","Hampton",25,9
"1346","Healing Springs",47,3
"1347","Nassawadox",4,12
"1348","Halifax",26,11
"1349","Woodbridge",28,10
"1350","Alton",23,14
"1351","Bergton",2,14
"1352","Reedville",8,0
"1353","Sandston",21,3
"1354","Starkey",29,7
"1355","Central Garage",30,14
"1356","Spring Grove",43,2
"1357","New Canton",43,1
"1358","King William",33,10
"1359","Fort Blackmore",0,1
"1360","Roanoke",29,10
"1361","Crewe",28,7
"1362","Williamsburg",21,7
"1363","Hybla Valley",9,2
"1364","Yorkshire",27,8
"1365","The Plains",32,13
"1366","Buckhall",7,2
"1367","Unionville",25,9
"1368","Glen Allen",31,6
"1369","Capron",22,14
"1370","Fishersville",31,7
"1371","Raven",20,22
"1372","Sterling",39,5
"1373","Simpsons",25,7
"1374","Centenary",34,11
"1375","Narrows",31,9
"1376","Ewing",22,20
"1377","Woodburn",21,13
"1378","Kinsale",11,0
"1379","Victoria",22,16
"1380","Callaghan",27,16
"1381","Shenandoah Shores",0,2
"1382","Warm Springs",33,17
"1383","Front Royal",22,11
"1384","Opal",10,33
"1385","Shawnee Land",19,0
"1386","Big Island",35,14
"1387","Trammel",29,9
"1388","Sebrell",0,3
"1389","Brandermill",7,3
"1390","Chesterfield",18,21
"1391","Nelson",16,14
"1392","Meadowview",38,3
"1393","Brucetown",0,22
"1394","Sudley",35,8
"1395","Jeffersonton",1,3
"1396","Alexandria",8,16
"1397","Elmo",24,16
"1398","Belmont",32,9
"1399","Scottsville",23,14
"1400","Red Ash",17,22
"1401","Deltaville",3,11
"1402","Kings Park",31,9
"1403","South Riding",22,10
"1404","Bull Run",33,12
"1405","North Shore",27,8
"1406","Pimmit Hills",1,1
"1407","Phenix",19,12
"1408","Gainesville",26,18
"1409","Woodlawn",38,6
"1410","Linton Hall",13,15
"1411","Rivanna",26,15
"1412","Glenvar",35,2
"1413","Norton",33,6
"1414","Fieldale",47,1
"1415","Burke",30,8
"1416","Vienna",25,15
"1417","Draper",20,16
"1418","Motley",23,24
"1419","Spotsylvania",7,29
"1420","Laurel Hill",42,5
"1421","Paint Bank",26,12
"1422","Pocahontas",25,14
"1423","Lynchburg",16,22
"1424","Aquia Harbour",4,22
"1425","Trout Dale",11,0
"1426","Morrisville",24,17
"1427","Washington",21,18
"1428","Chester",42,2
"1429","Iron Gate",18,20
"1430","Seven Corners",29,13
"1431","Seaford",24,10
"1432","Pennington Gap",5,0
"1433","West Point",24,16
"1434","Madison",28,10
"1435","Groveton",14,9
"1436","Disputanta",3,2
"1437","Goochland",37,7
"1438","Oriskany",20,11
"1439","Chula",27,11
"1440","Captains Cove",2,3
"1441","Lorton",28,10
"1442","Rich Creek",36,10
"1443","Amherst",40,6
"1444","Port Royal",27,10
"1445","Pleasant Valley",42,6
"1446","Crozet",16,7
"1447","Emporia",19,14
"1448","Midland",32,4
"1449","Scotland",25,17
"1450","Greenville",36,6
"1451","Woodstock",21,6
"1452","Fairfield",28,3
"1453","Ruckersville",24,7
"1454","Arcola",45,2
"1455","Dundas",21,14
"1456","Appomattox",27,18
"1457","Richlands",24,16
"1458","Floris",28,9
"1459","Dayton",31,6
"1460","Shenandoah Farms",13,7
"1461","Poquoson",39,2
"1462","Floyd",16,23
"1463","North Springfield",26,10
"1464","Mantua",28,12
"1465","Painter",31,14
"1466","Chatmoss",1,0
"1467","New Castle",48,2
"1468","Bon Air",37,5
"1469","Prospect",39,8
"1470","Bedford",29,12
"1471","Carrsville",3,0
"1472","Union Hall",27,19
"1473","Hurley",27,11
"1474","Hartfield",23,9
"1475","Abingdon",17,9
"1476","Austinville",7,2
"1477","Tasley",2,1
"1478","Max Meadows",19,7
"1479","Franklin",15,12
"1480","Belmont Estates",2,0
"1481","Oakpark",24,7
"1482","Bellamy",27,7
"1483","Lawrenceville",22,9
"1484","Hopewell",33,8
"1485","Tuckahoe",30,12
"1486","Keysville",4,23
"1487","Jefferson",24,12
"1488","Grundy",29,4
"1489","Broadford",32,3
"1490","Gloucester Courthouse",4,2
"1491","Wilsons",25,8
"1492","Bentonville",40,6
"1493","Saltville",4,1
"1494","Lancaster",1,49
"1495","Cave Spring",32,5
"1496","Louisa",25,12
"1497","Vesuvius",9,10
"1498","Surry",26,3
"1499","Remington",31,8
"1500","Center Cross",38,11
"1501","Riverview",27,9
"1502","Gloucester Point",37,7
"1503","Ararat",10,11
"1504","Alleghany",10,33
"1505","Jamestown",18,13
"1506","Hillsboro",31,1
"1507","Springfield",27,12
"1508","Callands",9,6
"1509","Jolivue",1,0
"1510","Nokesville",30,14
"1511","Cherry Hill",31,11
"1512","Horse Pasture",30,19
"1513","Buena Vista",19,15
"1514","Hollins",28,15
"1515","Merrimac",27,9
"1516","Crimora",4,3
"1517","Tangier",14,24
"1518","Atlantic",17,6
"1519","Saint Paul",31,14
"1520","Bacova",1,2
"1521","Chamberlayne",19,9
"1522","Mount Vernon",44,2
"1523","Snowville",3,2
"1524","Piney River",15,5
"1525","Yorktown",32,9
"1526","Lake Ridge",36,2
"1527","Cedar Bluff",18,29
"1528","Accomac",1,3
"1529","Harman",26,15
"1530","Caylor",17,17
"1531","Mathews",27,13
"1532","McMullin",12,11
"1533","Loch Lomond",32,6
"1534","Riverdale",13,24
"1535","Cripple Creek",19,26
"1536","Branchville",16,21
"1537","King and Queen Court House",1,0
"1538","Riverton",27,6
"1539","South Boston",26,20
"1540","Ruther Glen",14,1
"1541","Wolf Trap",17,30
"1542","Clifton",18,11
"1543","Independent Hill",25,22
"1544","Christiansburg",37,4
"1545","Onancock",9,3
"1546","Keller",24,6
"1547","Colonial Heights",14,33
"1548","Shadwell",18,4
"1549","Warsaw",25,8
"1550","Highland Acres",34,7
"1551","Wyoming",21,9
"1552","Newark",18,10
"1553","Talleyville",6,1
"1554","Rising Sun",48,2
"1555","Fenwick Island",9,6
"1556","Roseville Park",19,3
"1557","Blades",21,20
"1558","Milford",30,8
"1559","Stanton",22,18
"1560","Holly Oak",9,27
"1561","Christiana",28,8
"1562","Bridgeville",19,11
"1563","Greenwood",20,20
"1564","Saint Georges",33,10
"1565","Edgemoor",28,4
"1566","Bethany Beach",26,10
"1567","Ogletown",1,3
"1568","Middletown",27,5
"1569","Cheswold",6,0
"1570","Newport",31,6
"1571","Harrington",29,11
"1572","Dewey Beach",24,9
"1573","Brookside",32,5
"1574","Marshallton",1,0
"1575","Camden",28,12
"1576","Claymont",20,9
"1577","Milton",29,11
"1578","Dagsboro",7,9
"1579","Westover Hills",31,5
"1580","Slaughter Beach",3,42
"1581","Frankford",18,16
"1582","Riverview",27,9
"1583","Centerville",21,18
"1584","Millsboro",26,9
"1585","Townsend",29,13
"1586","Minquadale",17,0
"1587","Woodside",21,12
"1588","Kenton",27,15
"1589","Rockland",7,34
"1590","Hartly",20,15
"1591","Montchanin",0,0
"1592","Seaford",24,10
"1593","Kent Acres",28,1
"1594","Pleasantville",24,18
"1595","Delmar",20,22
"1596","Leipsic",18,12
"1597","Magnolia",47,2
"1598","Greenville",36,6
"1599","Pike Creek Valley",2,1
"1600","Bethel",20,7
"1601","Hockessin",29,10
"1602","Lewes",30,6
"1603","Selbyville",8,10
"1604","Collins Park",21,6
"1605","Delaware City",34,3
"1606","Bowers Beach",2,2
"1607","Little Creek",34,10
"1608","Fairfax",21,20
"1609","Wilmington Manor",24,3
"1610","Lebanon",26,17
"1611","Laurel",18,7
"1612","Rehoboth Beach",29,9
"1613","Farmington",18,23
"1614","Felton",12,11
"1615","Viola",21,17
"1616","Glasgow",33,8
"1617","Odessa",30,12
"1618","Elsmere",21,21
"1619","Georgetown",31,9
"1620","Arden",20,14
"1621","Bear",27,15
"1622","Clayton",22,11
"1623","Rodney Village",6,0
"1624","Millville",27,13
"1625","Frederica",33,13
"1626","Pike Creek",22,19
"1627","Wilmington",32,13
"1628","South Bethany",14,13
"1629","Bellefonte",37,5
"1630","Ocean View",25,17
"1631","Dover",29,16
"1632","New Castle",50,0
"1633","Houston",19,22
"1634","Ellendale",18,21
"1635","Yorklyn",1,0
"1636","Smyrna",31,8
"1637","Long Neck",9,38
"1638","North Star",44,6
"1639","Washington",16,22
"1640","Ixonia",11,0
"1641","Ridgeway",28,9
"1642","Summit Corners",12,5
"1643","Colfax",18,5
"1644","Friesland",23,5
"1645","Hortonville",37,6
"1646","Merton",33,14
"1647","Kaukauna",35,1
"1648","Gotham",33,6
"1649","Aniwa",9,4
"1650","South Range",20,15
"1651","Winter",19,16
"1652","Dodge",20,12
"1653","Oconomowoc",30,5
"1654","Oakdale",24,16
"1655","Verona",22,9
"1656","Ella",11,5
"1657","Wonewoc",3,3
"1658","Fremont",30,9
"1659","Platteville",40,1
"1660","McAllister",24,17
"1661","Coloma",32,10
"1662","Strum",16,6
"1663","Wind Lake",15,13
"1664","Baileys Harbor",5,0
"1665","Pell Lake",15,35
"1666","Mazomanie",16,2
"1667","Radisson",43,2
"1668","Viroqua",31,3
"1669","Black Hawk",15,28
"1670","Gibbsville",2,0
"1671","Pine River",24,9
"1672","Waterloo",24,17
"1673","Whittlesey",32,12
"1674","Hancock",21,19
"1675","Montfort",39,5
"1676","Sugar Bush",21,20
"1677","Salem Lakes",7,2
"1678","Pipe",18,22
"1679","Poplar",29,14
"1680","Hannibal",25,13
"1681","Kewaskum",26,6
"1682","Medford",20,17
"1683","Richland Center",39,8
"1684","Kempster",28,12
"1685","Clyman",4,0
"1686","Ironton",29,11
"1687","Rice Lake",20,11
"1688","Larsen",31,11
"1689","Weyerhaeuser",31,14
"1690","Iola",14,8
"1691","New Holstein",43,2
"1692","Powers Lake",32,9
"1693","Endeavor",22,14
"1694","North Fond du Lac",49,0
"1695","Windsor",26,5
"1696","Wausaukee",0,1
"1697","Bayside",26,3
"1698","Almena",10,36
"1699","Winchester",17,17
"1700","Howard",19,18
"1701","Lebanon",23,18
"1702","Christie",37,12
"1703","Hingham",24,6
"1704","Durand",22,18
"1705","Burlington",34,7
"1706","Collins",12,5
"1707","Somerset",34,8
"1708","Chippewa Falls",33,14
"1709","Townsend",27,15
"1710","Waupaca",32,8
"1711","Lake Wissota",3,0
"1712","Gleason",28,9
"1713","Campbellsport",17,3
"1714","Boyd",28,4
"1715","Bruce",31,9
"1716","Port Edwards",22,7
"1717","Valders",21,10
"1718","Rockland",7,34
"1719","New Munster",46,2
"1720","Chilton",24,14
"1721","Lake Geneva",24,2
"1722","Cuba City",30,7
"1723","Saint Joseph",32,3
"1724","Wrightstown",33,10
"1725","Loretta",36,5
"1726","Manawa",22,20
"1727","Arena",17,5
"1728","Rusk",21,9
"1729","Port Wing",1,2
"1730","Buffalo City",33,12
"1731","Genoa City",31,5
"1732","Eagle Lake",38,6
"1733","Silver Lake",28,8
"1734","Fitchburg",13,24
"1735","Rib Lake",12,4
"1736","Spencer",20,24
"1737","Haugen",20,19
"1738","Saukville",9,4
"1739","Merrill",25,8
"1740","Mineral Point",38,4
"1741","Monona",34,5
"1742","Almond",25,12
"1743","Hatfield",29,5
"1744","Tustin",26,12
"1745","Beaver Dam",25,7
"1746","Oconomowoc Lake",44,5
"1747","Paddock Lake",14,4
"1748","Greenleaf",19,10
"1749","Mackville",3,1
"1750","Marquette",19,11
"1751","Little Chute",26,5
"1752","Baldwin",26,10
"1753","Omro",31,1
"1754","Green Valley",27,13
"1755","Mountain",33,6
"1756","Rio Creek",8,3
"1757","Symco",3,0
"1758","Thornton",19,17
"1759","Mount Pleasant",45,3
"1760","Mindoro",11,19
"1761","Canton",13,12
"1762","Johnsburg",30,10
"1763","Eleva",16,25
"1764","Johnstown Center",19,2
"1765","Black Earth",15,32
"1766","Dale",26,13
"1767","Shorewood",15,25
"1768","Columbus",12,27
"1769","Buena Vista",17,16
"1770","Danbury",29,2
"1771","Seymour",21,9
"1772","Kieler",33,9
"1773","Biron",31,2
"1774","Phlox",26,9
"1775","Fox Crossing",39,11
"1776","Eastman",35,9
"1777","Junction City",18,10
"1778","Avoca",28,5
"1779","Gillett",23,8
"1780","Manitowish",4,1
"1781","Greenbush",18,14
"1782","Rudolph",20,20
"1783","Withee",31,3
"1784","Adams",27,10
"1785","Gratiot",30,6
"1786","Denmark",26,3
"1787","Beloit",26,13
"1788","Melvina",24,13
"1789","Wilmot",26,4
"1790","Genoa",18,13
"1791","Montreal",27,6
"1792","Monterey",26,8
"1793","Plainville",24,17
"1794","Mount Zion",34,8
"1795","Greenfield",25,13
"1796","Fredonia",28,13
"1797","Saint Cloud",40,6
"1798","Greendale",35,3
"1799","Trego",34,8
"1800","Brill",23,20
"1801","Spooner",9,20
"1802","Brodhead",25,11
"1803","Carlsville",1,0
"1804","Browns Lake",27,11
"1805","Turtle Lake",20,14
"1806","La Farge",17,2
"1807","Utica",27,12
"1808","Sharon",22,14
"1809","Owen",24,18
"1810","Forestville",13,27
"1811","Arkdale",1,0
"1812","Suamico",34,10
"1813","Pewaukee",26,8
"1814","Park Falls",26,18
"1815","Plainfield",29,11
"1816","Edmund",20,17
"1817","Mount Tabor",29,7
"1818","Deerbrook",28,8
"1819","Bay City",28,6
"1820","Coleman",29,14
"1821","Fond du Lac",48,0
"1822","Eagle",25,7
"1823","Hartland",25,8
"1824","Lakewood",20,18
"1825","Lake Nebagamon",1,0
"1826","Taycheedah",6,1
"1827","Clayton",24,14
"1828","Edgerton",27,8
"1829","Hartford",26,12
"1830","Cedar Grove",31,3
"1831","Hilbert",24,13
"1832","Elkhorn",26,10
"1833","Lake Koshkonong",4,0
"1834","Hanover",31,8
"1835","Valton",15,8
"1836","Siren",9,32
"1837","Van Buskirk",28,2
"1838","Newry",31,11
"1839","Rhinelander",19,23
"1840","Nelsonville",28,9
"1841","Cazenovia",35,0
"1842","Glen Haven",33,16
"1843","Williams Bay",24,6
"1844","Tainter Lake",1,0
"1845","Baraboo",24,11
"1846","Wild Rose",22,20
"1847","Lampson",28,7
"1848","Wabeno",4,0
"1849","Bell Center",42,6
"1850","Peshtigo",28,17
"1851","Plover",34,8
"1852","Briggsville",1,0
"1853","Benoit",31,9
"1854","Chaseburg",5,2
"1855","Waukau",10,4
"1856","Sobieski",37,5
"1857","Connorsville",7,5
"1858","Janesville",25,7
"1859","Lake Shangrila",0,1
"1860","Hustler",3,45
"1861","Brackett",20,14
"1862","Necedah",12,2
"1863","Sayner",2,31
"1864","Dunbar",29,14
"1865","Norwalk",16,25
"1866","Arlington",39,7
"1867","Land O' Lakes",35,3
"1868","Twin Lakes",42,1
"1869","Marinette",28,10
"1870","Milltown",34,7
"1871","New Lisbon",47,2
"1872","Phillips",23,19
"1873","Wilson",42,5
"1874","Ontario",16,25
"1875","Warrens",26,18
"1876","Pleasant Prairie",45,3
"1877","Blueberry",24,6
"1878","Lodi",29,7
"1879","Maplewood",30,13
"1880","Irma",17,21
"1881","Muskego",35,5
"1882","Manitowoc",32,7
"1883","Suring",16,15
"1884","Frederic",34,8
"1885","Brooks",27,12
"1886","Kronenwetter",3,1
"1887","Nichols",29,9
"1888","Emerald",26,9
"1889","Little Rapids",21,14
"1890","Centuria",33,7
"1891","Alderley",32,6
"1892","Lake Hallie",8,3
"1893","Haven",30,14
"1894","Rosendale",33,10
"1895","Stone Lake",36,8
"1896","Ladysmith",32,1
"1897","Birchwood",21,12
"1898","Augusta",20,16
"1899","Oxford",34,10
"1900","Rome",18,13
"1901","Gordon",23,19
"1902","Kenosha",27,13
"1903","Gagen",29,18
"1904","Webster",23,9
"1905","Cavour",7,6
"1906","Union Center",36,11
"1907","Doering",30,6
"1908","Slinger",27,11
"1909","Pardeeville",20,12
"1910","Argyle",31,6
"1911","Balsam Lake",26,23
"1912","Granton",40,2
"1913","Wauzeka",12,7
"1914","Hager City",6,1
"1915","Bancroft",23,20
"1916","Abbotsford",32,13
"1917","Holcombe",26,12
"1918","Waumandee",0,0
"1919","McNaughton",22,14
"1920","Hixton",1,0
"1921","Stanley",29,10
"1922","Wiota",5,5
